Item,Description,UOM,Available,OnHand,Allocated,OnOrder,WHS,Cost
8130,Sharp Storne-LG,EACH,0,0,0,0,5,17.47
8131,MEASURING TEASPOON,EACH,476,476,0,0,1,2.79
8131,MEASURING TEASPOON,EACH,0,0,0,0,5,2.79
8134,ladle 1oz,EACH,0,0,0,0,1,1.50
8134,ladle 1oz,EACH,0,0,0,0,5,1.50
8137,Ladle 8oz,EACH,0,0,0,0,1,5.40
8137,Ladle 8oz,EACH,0,0,0,0,5,5.40
8138,Ladle 12oz,EACH,-20,-20,0,0,1,3.60
8138,Ladle 12oz,EACH,0,0,0,0,5,3.60
8139,Thermo Gun,EACH,0,0,0,0,1,0.00
8139,Thermo Gun,EACH,0,0,0,0,5,0.00
8140,Sushi Former,EACH,0,0,0,0,1,3.40
8140,Sushi Former,EACH,0,0,0,0,5,3.40
8142,Pail Lid Opener,EACH,25,31,6,0,1,1.62
8142,Pail Lid Opener,EACH,0,0,0,0,5,1.62
8144,Tweezer,EACH,3008,3014,6,0,1,2.27
8144,Tweezer,EACH,0,0,0,0,5,2.27
8146,Benriner,EACH,452,461,9,0,1,17.74
8146,Benriner,EACH,0,0,0,0,5,17.74
8148,Benriner Blade Only,EACH,919,920,1,0,1,4.64
8148,Benriner Blade Only,EACH,0,0,0,0,5,4.64
8150,Peeler,EACH,31,50,19,0,1,1.00
8150,Peeler,EACH,0,0,0,0,5,1.00
8153,Jigger,EACH,0,0,0,0,1,2.80
8153,Jigger,EACH,0,0,0,0,5,2.80
8154,Blue Sheet,EACH,152,162,10,0,1,55.01
8154,Blue Sheet,EACH,0,0,0,0,5,55.01
8155,Green Mirroe Sheet,EACH,0,0,0,0,1,85.00
8155,Green Mirroe Sheet,EACH,0,0,0,0,5,85.00
8156,Sushi Mold (kata),EACH,0,0,0,0,1,3.60
8156,Sushi Mold (kata),EACH,0,0,0,0,5,3.60
8157,Mirror Sheet W/R/Gold for Publix,EACH,0,0,0,0,1,205.00
8157,Mirror Sheet W/R/Gold for Publix,EACH,0,0,0,0,5,205.00
8158,Sunoko (Ivory) Special,CASE,0,0,0,0,1,475.00
8158,Sunoko (Ivory) Special,CASE,0,0,0,0,5,475.00
8160,Sunoko (MAT) IV,CASE,0,0,0,0,1,316.00
8160,Sunoko (MAT) IV,CASE,0,0,0,0,5,316.00
8162,Buffer Solution,EACH,1610,1747,137,1200,1,35.62
8162,Buffer Solution,EACH,0,0,0,0,5,35.62
8166,Safety Glove. Med or SM,EACH,22,22,0,0,1,6.95
8166,Safety Glove. Med or SM,EACH,0,0,0,0,5,6.95
8168,P Glove Small 100,PK,133,169,36,0,1,2.00
8168,P Glove Small 100,PK,0,0,0,0,5,2.00
8170,P Glove Medium 100,PK,-58,-29,29,1200,1,2.00
8170,P Glove Medium 100,PK,0,0,0,0,5,2.00
8172,P Glove Large 100,PK,30326,30386,60,0,1,0.61
8172,P Glove Large 100,PK,0,0,0,0,5,0.61
8174,Paper Towel,EACH,14,14,0,0,1,1.75
8174,Paper Towel,EACH,0,0,0,0,5,1.75
8176,Seal Wrap 18,EACH,-25,-22,3,0,1,21.34
8176,Seal Wrap 18,EACH,0,0,0,0,5,21.34
8178,Towel Disposable,PACK,165,171,6,0,1,14.17
8178,Towel Disposable,PACK,0,0,0,0,5,14.17
8180,Wax Paper,EACH,149,154,5,0,1,4.00
8180,Wax Paper,EACH,0,0,0,0,5,4.00
8182,Absorbent Pad  1.000pc,BOX,39,79,40,0,1,13.38
8182,Absorbent Pad  1.000pc,BOX,0,0,0,0,5,13.38
8183,Nigiri Maker,EACH,0,0,0,0,1,2.00
8183,Nigiri Maker,EACH,0,0,0,0,5,2.00
8184,Disposable Pastry Bag,EACH,451,507,56,0,1,15.00
8184,Disposable Pastry Bag,EACH,0,0,0,0,5,15.00
8186,Pastry Bag Tip,EACH,337,354,17,100,1,0.65
8186,Pastry Bag Tip,EACH,0,0,0,0,5,0.65
8190,Binder Set,EACH,0,0,0,0,1,0.00
8190,Binder Set,EACH,0,0,0,0,5,0.00
8195,Strainer,EACH,0,0,0,0,1,0.00
8195,Strainer,EACH,0,0,0,0,5,0.00
8205,Water Base Frame,EACH,9,9,0,0,1,103.00
8205,Water Base Frame,EACH,0,0,0,0,5,103.00
8210,Indoor Banner Cust. Service,EACH,0,0,0,0,1,30.00
8210,Indoor Banner Cust. Service,EACH,0,0,0,0,5,30.00
8211,A shape Panel,EACH,6,6,0,0,1,35.00
8211,A shape Panel,EACH,0,0,0,0,5,35.00
8220,Shelf Liner Cust. Service,EACH,0,0,0,0,1,10.50
8220,Shelf Liner Cust. Service,EACH,0,0,0,0,5,10.50
8225,Shelf Liner 2 Liner Cust. Service,EACH,0,0,0,0,1,15.00
8225,Shelf Liner 2 Liner Cust. Service,EACH,0,0,0,0,5,15.00
8304,Rice Warmer,EACH,0,0,0,0,1,220.65
8304,Rice Warmer,EACH,0,0,0,0,5,220.65
8306,Water Base Attachment,EACH,-27,-27,0,0,1,29.00
8306,Water Base Attachment,EACH,0,0,0,0,5,29.00
8308,Water Base Frame Bundle Set,EACH,4,5,1,30,1,183.00
8308,Water Base Frame Bundle Set,EACH,0,0,0,0,5,183.00
8312,Picture Frame  IKEA,EACH,0,0,0,0,1,2.50
8312,Picture Frame  IKEA,EACH,0,0,0,0,5,2.50
8316,A La Carte Sign,EACH,0,0,0,0,1,0.00
8316,A La Carte Sign,EACH,0,0,0,0,5,0.00
8320,Sign Holder CLP,EACH,-154,-154,0,0,1,1.38
8320,Sign Holder CLP,EACH,0,0,0,0,5,1.38
8324,Paper Clock,EACH,45,48,3,0,1,1.50
8324,Paper Clock,EACH,0,0,0,0,5,1.50
8335,Static Cling,EACH,-28,-28,0,0,1,7.50
8336,Posters - Hot Food Bundle,EACH,-107,-107,0,0,1,7.67
8336,Posters - Hot Food Bundle,EACH,0,0,0,0,5,7.67
8340,Indoor Banner. Fully Cooked,EACH,0,0,0,0,1,30.00
8340,Indoor Banner. Fully Cooked,EACH,0,0,0,0,5,30.00
8342,Chef Sp Mini Poster Small,EACH,0,0,0,0,1,1.00
8342,Chef Sp Mini Poster Small,EACH,0,0,0,0,5,1.00
8344,Letter Poster,EACH,4404,4404,0,0,1,3.00
8344,Letter Poster,EACH,0,0,0,0,5,3.00
8345,Ironman Sign & Frames,EACH,0,0,0,0,1,69.00
8345,Ironman Sign & Frames,EACH,0,0,0,0,5,69.00
8346,Poster. Placard Publix,EACH,-2166,-2166,0,0,1,4.00
8348,Indoor Banner Stand,EACH,0,0,0,0,1,25.00
8348,Indoor Banner Stand,EACH,0,0,0,0,5,25.00
8352,Hybrid Program Set,EACH,0,0,0,0,1,0.00
8352,Hybrid Program Set,EACH,0,0,0,0,5,0.00
8360,Nutrition Charts. Laminated,EACH,17,18,1,0,1,3.50
8360,Nutrition Charts. Laminated,EACH,0,0,0,0,5,3.50
8361,MDB Nutrition Chart,EACH,-2,-2,0,0,1,3.50
8361,MDB Nutrition Chart,EACH,0,0,0,0,5,3.50
8364,New Color Menu 100,SET,501,511,10,0,1,14.00
8364,New Color Menu 100,SET,0,0,0,0,5,14.00
8365,MDB Color Menu 100,EACH,-3,-3,0,0,1,17.00
8365,MDB Color Menu 100,EACH,0,0,0,0,5,17.00
8366,Color Menu. Rouses 100 Sh,EACH,202,202,0,0,1,20.00
8366,Color Menu. Rouses 100 Sh,EACH,0,0,0,0,5,20.00
8368,SAMPLING TAGS,EACH,0,0,0,0,1,9.55
8368,SAMPLING TAGS,EACH,0,0,0,0,5,9.55
8372,STAR STICKER,EACH,0,0,0,0,1,1.00
8372,STAR STICKER,EACH,0,0,0,0,5,1.00
8384,Pull up Banner,EACH,0,0,0,0,1,250.00
8384,Pull up Banner,EACH,0,0,0,0,5,250.00
8500,Curry Kettle Warmer,EACH,0,0,0,0,1,65.00
8500,Curry Kettle Warmer,EACH,0,0,0,0,5,65.00
8504,Sesame Shaker,EACH,144,151,7,0,1,3.42
8504,Sesame Shaker,EACH,0,0,0,0,5,3.42
8508,To Go Soy Cont.,EACH,369,369,0,0,1,2.15
8508,To Go Soy Cont.,EACH,0,0,0,0,5,2.15
8512,Yosenabe Pot,EACH,1,2,1,0,1,25.99
8512,Yosenabe Pot,EACH,0,0,0,0,5,25.99
8516,Menu Holder,EACH,68,71,3,0,1,27.50
8516,Menu Holder,EACH,0,0,0,0,5,27.50
8520,Fish Container Body,EACH,317,336,19,0,1,4.56
8520,Fish Container Body,EACH,0,0,0,0,5,4.56
8524,Fish Container Top,EACH,304,332,28,0,1,2.73
8524,Fish Container Top,EACH,0,0,0,0,5,2.73
8528,Food Container (S) Body,EACH,240,252,12,0,1,3.75
8528,Food Container (S) Body,EACH,0,0,0,0,5,3.75
8532,Food Cont (S) Lid,EACH,226,239,13,0,1,2.83
8532,Food Cont (S) Lid,EACH,0,0,0,0,5,2.83
8536,Food Cont (L) BD,EACH,141,153,12,0,1,5.36
8536,Food Cont (L) BD,EACH,0,0,0,0,5,5.36
8540,Food Cont (L) LD,EACH,201,219,18,0,1,3.16
8540,Food Cont (L) LD,EACH,0,0,0,0,5,3.16
8544,Food Cont (XL) BD,EACH,150,171,21,0,1,7.48
8544,Food Cont (XL) BD,EACH,0,0,0,0,5,7.48
8548,Food Cont (XL) LD,EACH,203,224,21,0,1,4.76
8548,Food Cont (XL) LD,EACH,0,0,0,0,5,4.76
8552,S Rice Box Body,EACH,-63,-59,4,0,1,12.71
8552,S Rice Box Body,EACH,0,0,0,0,5,12.71
8556,S Rice Box Lid,EACH,109,113,4,0,1,7.83
8556,S Rice Box Lid,EACH,0,0,0,0,5,7.83
8560,Rice Mix Box,EACH,171,174,3,0,1,22.14
8560,Rice Mix Box,EACH,0,0,0,0,5,22.14
8564,Rice Mix Box Lid,EACH,201,206,5,0,1,13.00
8564,Rice Mix Box Lid,EACH,0,0,0,0,5,13.00
8568,Rice Bin,EACH,77,79,2,0,1,28.89
8568,Rice Bin,EACH,0,0,0,0,5,28.89
8572,Rice Scoop,EACH,97,100,3,15,1,7.95
8572,Rice Scoop,EACH,0,0,0,0,5,7.95
8576,Rice Spatula,EACH,25,29,4,0,1,3.70
8576,Rice Spatula,EACH,0,0,0,0,5,3.70
8580,Tong 12in,EACH,0,0,0,0,1,3.85
8580,Tong 12in,EACH,0,0,0,0,5,3.85
8584,Measure Cup 1qt,EACH,-28,-22,6,0,1,7.15
8584,Measure Cup 1qt,EACH,0,0,0,0,5,7.15
8588,Sauce Bottle,EACH,239,251,12,0,1,0.86
8588,Sauce Bottle,EACH,0,0,0,0,5,0.86
8600,Bluetooth Adapter,EACH,0,0,0,0,1,103.15
8600,Bluetooth Adapter,EACH,0,0,0,0,5,103.15
8704,Temp Recorder UTRIX-16,EACH,0,0,0,0,1,28.00
8704,Temp Recorder UTRIX-16,EACH,0,0,0,0,5,28.00
8705,PH Tester,EACH,-2,2,4,0,1,79.99
8705,PH Tester,EACH,0,0,0,0,5,79.99
8710,PH Replacment Tip,EACH,-4,-3,1,0,1,40.50
8710,PH Replacment Tip,EACH,0,0,0,0,5,40.50
8712,PH Tester Paper,EACH,80,85,5,0,1,11.88
8712,PH Tester Paper,EACH,0,0,0,0,5,11.88
8714,Tablet. Hot Spare,EACH,0,0,0,0,1,489.00
8714,Tablet. Hot Spare,EACH,0,0,0,0,5,489.00
8715,Label Machine,EACH,0,0,0,0,1,740.00
8715,Label Machine,EACH,0,0,0,0,5,740.00
8716,Tablet Bundle 2 TRI,EACH,0,0,0,0,1,748.00
8716,Tablet Bundle 2 TRI,EACH,0,0,0,0,5,748.00
8717,Tablets Bundle 1 TRI,EACH,0,0,0,0,1,984.00
8717,Tablets Bundle 1 TRI,EACH,0,0,0,0,5,984.00
8718,Tablet Outer Case,EACH,0,0,0,0,1,35.00
8718,Tablet Outer Case,EACH,0,0,0,0,5,35.00
8719,Zebra Printer LP2824,EACH,0,0,0,0,1,450.00
8719,Zebra Printer LP2824,EACH,0,0,0,0,5,450.00
8720,Scanner,EACH,0,0,0,0,1,388.25
8720,Scanner,EACH,0,0,0,0,5,388.25
8721,Tablet Bundle 1 WTP,EACH,16,17,1,0,1,798.95
8721,Tablet Bundle 1 WTP,EACH,0,0,0,0,5,798.95
8722,Tablet Bundle 2 WTP,EACH,-1,-1,0,0,1,365.00
8722,Tablet Bundle 2 WTP,EACH,0,0,0,0,5,365.00
8735,Scan Sheet Single,EACH,0,0,0,0,1,5.00
8735,Scan Sheet Single,EACH,0,0,0,0,5,5.00
8740,Scan Sheet Hap Heart,EACH,0,0,0,0,1,3.00
8740,Scan Sheet Hap Heart,EACH,0,0,0,0,5,3.00
8750,Thermometer  Digital,EACH,176,183,7,0,1,21.50
8750,Thermometer  Digital,EACH,0,0,0,0,5,21.50
8755,Rice Cooker,EACH,48,60,12,0,1,143.90
8755,Rice Cooker,EACH,0,0,0,0,5,143.90
8760,R Cook Inr. Pot,EACH,1,9,8,0,1,79.60
8760,R Cook Inr. Pot,EACH,0,0,0,0,5,79.60
8765,Rice Cooker Top,EACH,44,45,1,0,1,38.30
8765,Rice Cooker Top,EACH,0,0,0,0,5,38.30
8770,Digital Picture Frame,EACH,0,0,0,0,1,150.00
8770,Digital Picture Frame,EACH,0,0,0,0,5,150.00
8775,Date Gun,EACH,8,16,8,150,1,67.00
8775,Date Gun,EACH,0,0,0,0,5,67.00
8780,Steamer. Dumpling,EACH,0,0,0,0,1,10.00
8780,Steamer. Dumpling,EACH,0,0,0,0,5,10.00
8902,HK Happi Coat & Hat,SET,0,0,0,0,1,56.50
8902,HK Happi Coat & Hat,SET,0,0,0,0,5,56.50
8904,Chef Coat White Small,EACH,165,173,8,150,1,20.20
8904,Chef Coat White Small,EACH,0,0,0,0,5,20.20
8905,Chef Coat White Medium,EACH,324,351,27,0,1,20.20
8905,Chef Coat White Medium,EACH,0,0,0,0,5,20.20
8906,Chef Coat White Lg,EACH,182,182,0,0,1,20.20
8906,Chef Coat White Lg,EACH,0,0,0,0,5,20.20
8907,Chef Coat White XL,EACH,201,201,0,0,1,20.20
8907,Chef Coat White XL,EACH,0,0,0,0,5,20.20
8910,Chef Coat Black,EACH,232,232,0,0,1,23.00
8910,Chef Coat Black,EACH,0,0,0,0,5,23.00
8911,Chef Coat. Black.Coastal Pacific,EACH,0,0,0,0,1,26.00
8911,Chef Coat. Black.Coastal Pacific,EACH,0,0,0,0,5,26.00
8915,Chef Coat Harris-Teeter,EACH,-7,-7,0,0,1,32.45
8915,Chef Coat Harris-Teeter,EACH,0,0,0,0,5,32.45
8920,Chef Coat Metropolitan,EACH,55,55,0,0,1,23.00
8920,Chef Coat Metropolitan,EACH,0,0,0,0,5,23.00
8925,Chef Coat Red,EACH,788,793,5,0,1,29.30
8925,Chef Coat Red,EACH,0,0,0,0,5,29.30
8930,Chef Coat Yamato,EACH,123,123,0,10,1,34.20
8930,Chef Coat Yamato,EACH,0,0,0,0,5,34.20
8931,Wild Blue Chef Coat Sm,EACH,-1,-1,0,0,1,41.00
8932,Wild Blue Chef Coat Med,EACH,0,0,0,0,1,41.00
8933,Wild Blue Chef Coat Lrg,EACH,-2,-2,0,0,1,41.00
8934,Wild Blue Chef Coat XL,EACH,0,0,0,0,1,41.00
8935,Happi Coat Red Giant Eagle,EACH,0,0,0,0,1,45.00
8935,Happi Coat Red Giant Eagle,EACH,0,0,0,0,5,45.00
8940,Chef Coat Rouses,EACH,227,227,0,0,1,25.00
8940,Chef Coat Rouses,EACH,0,0,0,0,5,25.00
8943,Chef Coat Green Small,EACH,234,235,1,0,1,29.30
8943,Chef Coat Green Small,EACH,0,0,0,0,5,29.30
8944,Chef Coat Green Medium,EACH,183,192,9,0,1,29.30
8944,Chef Coat Green Medium,EACH,0,0,0,0,5,29.30
8945,Chef Coat Green Large,EACH,100,102,2,0,1,29.30
8945,Chef Coat Green Large,EACH,0,0,0,0,5,29.30
8950,Polo Shirts White,EACH,2152,2155,3,0,1,18.00
8950,Polo Shirts White,EACH,0,0,0,0,5,18.00
8954,Apron Black,EACH,165,171,6,0,1,7.75
8954,Apron Black,EACH,0,0,0,0,5,7.75
8958,Hat Black (M),EACH,547,563,16,0,1,5.80
8958,Hat Black (M),EACH,0,0,0,0,5,5.80
8959,HAT RED DEMO,EACH,227,228,1,0,1,9.00
8959,HAT RED DEMO,EACH,0,0,0,0,5,9.00
8962,HOT FOOD BASEBALL CAP,EACH,309,320,11,0,1,5.00
8962,HOT FOOD BASEBALL CAP,EACH,0,0,0,0,5,5.00
8966,Name Badge,EACH,239,247,8,0,1,2.50
8966,Name Badge,EACH,0,0,0,0,5,2.50
9051,Hat White S.M.L,EACH,-16,-16,0,0,1,5.75
9051,Hat White S.M.L,EACH,0,0,0,0,5,5.75
9099,Happi White (S),EACH,0,0,0,0,1,17.00
9099,Happi White (S),EACH,0,0,0,0,5,17.00
9100,Happi White (M),EACH,0,0,0,0,1,17.00
9100,Happi White (M),EACH,0,0,0,0,5,17.00
9101,Happi White (L),EACH,0,0,0,0,1,22.00
9101,Happi White (L),EACH,0,0,0,0,5,22.00
9102,Happi White (XL),EACH,0,0,0,0,1,15.50
9102,Happi White (XL),EACH,0,0,0,0,5,15.50
9103,Happi Hat Whi S,EACH,0,0,0,0,1,0.00
9103,Happi Hat Whi S,EACH,0,0,0,0,5,0.00
9104,Happi Apron Grn,EACH,0,0,0,0,1,8.50
9104,Happi Apron Grn,EACH,0,0,0,0,5,8.50
9107,Happi Hat (M),EACH,0,0,0,0,1,0.00
9107,Happi Hat (M),EACH,0,0,0,0,5,0.00
9108,Happi Hat (L),EACH,0,0,0,0,1,0.00
9108,Happi Hat (L),EACH,0,0,0,0,5,0.00
9109,Happi Blue SMLX,EACH,0,0,0,0,1,0.00
9109,Happi Blue SMLX,EACH,0,0,0,0,5,0.00
9110,Happi Blue LG,EACH,0,0,0,0,1,17.00
9110,Happi Blue LG,EACH,0,0,0,0,5,17.00
9111,Happi Blue SM,EACH,0,0,0,0,1,17.00
9111,Happi Blue SM,EACH,0,0,0,0,5,17.00
9112,Happi Blue M,EACH,0,0,0,0,1,0.00
9112,Happi Blue M,EACH,0,0,0,0,5,0.00
9113,Happi Blue XLG,EACH,0,0,0,0,1,17.00
9113,Happi Blue XLG,EACH,0,0,0,0,5,17.00
9114,Happi Hat Blue,EACH,0,0,0,0,1,6.00
9114,Happi Hat Blue,EACH,0,0,0,0,5,6.00
9117,Happi Gold SML,EACH,0,0,0,0,1,0.00
9117,Happi Gold SML,EACH,0,0,0,0,5,0.00
9118,Happi Gold M,EACH,0,0,0,0,1,21.50
9118,Happi Gold M,EACH,0,0,0,0,5,21.50
9119,Happi Gold LG,EACH,0,0,0,0,1,21.50
9119,Happi Gold LG,EACH,0,0,0,0,5,21.50
9120,Navy Chef Jacket,EACH,0,0,0,0,1,29.25
9120,Navy Chef Jacket,EACH,0,0,0,0,5,29.25
9122,Hat Black (S),EACH,-130,-125,5,0,1,6.00
9122,Hat Black (S),EACH,0,0,0,0,5,6.00
9124,Hat Black (L),EACH,-202,-202,0,0,1,6.00
9124,Hat Black (L),EACH,0,0,0,0,5,6.00
9125,Happi Gold XSML,EACH,0,0,0,0,1,21.50
9125,Happi Gold XSML,EACH,0,0,0,0,5,21.50
9126,Hapi Oishisa SM,EACH,0,0,0,0,1,20.00
9126,Hapi Oishisa SM,EACH,0,0,0,0,5,20.00
9127,Hapi Oishisa M,EACH,0,0,0,0,1,0.00
9127,Hapi Oishisa M,EACH,0,0,0,0,5,0.00
9128,Hapi Oishisa L,EACH,0,0,0,0,1,20.00
9128,Hapi Oishisa L,EACH,0,0,0,0,5,20.00
9129,Hapi Oishisa XL,EACH,0,0,0,0,1,20.00
9129,Hapi Oishisa XL,EACH,0,0,0,0,5,20.00
9130,Hapi Wegman SM,EACH,0,0,0,0,1,13.50
9130,Hapi Wegman SM,EACH,0,0,0,0,5,13.50
9131,Hapi Wegman M,EACH,0,0,0,0,1,13.50
9131,Hapi Wegman M,EACH,0,0,0,0,5,13.50
9132,Hapi Wegman L,EACH,0,0,0,0,1,13.50
9132,Hapi Wegman L,EACH,0,0,0,0,5,13.50
9133,Hapi Wegman XL,EACH,0,0,0,0,1,13.50
9133,Hapi Wegman XL,EACH,0,0,0,0,5,13.50
9135,Happi HT M,EACH,0,0,0,0,1,32.00
9135,Happi HT M,EACH,0,0,0,0,5,32.00
9136,Happi HT L,EACH,0,0,0,0,1,32.00
9136,Happi HT L,EACH,0,0,0,0,5,32.00
9137,Hat HT M,EACH,0,0,0,0,1,7.00
9137,Hat HT M,EACH,0,0,0,0,5,7.00
9138,Hat HT L,EACH,0,0,0,0,1,7.00
9138,Hat HT L,EACH,0,0,0,0,5,7.00
9139,Happi HT SM,EACH,0,0,0,0,1,13.50
9139,Happi HT SM,EACH,0,0,0,0,5,13.50
9140,Happi HT XLG,EACH,0,0,0,0,1,32.00
9140,Happi HT XLG,EACH,0,0,0,0,5,32.00
9150,CHEF COAT UNITED,EACH,42,42,0,0,1,29.30
9150,CHEF COAT UNITED,EACH,0,0,0,0,5,29.30
9151,Sweatshirt. Blk,EACH,0,0,0,0,1,17.50
9151,Sweatshirt. Blk,EACH,0,0,0,0,5,17.50
9154,Ninja Apron,EACH,0,0,0,0,1,8.50
9154,Ninja Apron,EACH,0,0,0,0,5,8.50
9165,Chef Coat Weg,EACH,0,0,0,0,1,20.20
9165,Chef Coat Weg,EACH,0,0,0,0,5,20.20
9166,Chef Coat Marsh Black,EACH,58,58,0,0,1,26.00
9166,Chef Coat Marsh Black,EACH,0,0,0,0,5,26.00
9171,Chef Coat Fortinos,PK,117,117,0,0,1,20.20
9171,Chef Coat Fortinos,PK,0,0,0,0,5,20.20
9199,Shelf Molding,EACH,0,0,0,0,1,5.00
9199,Shelf Molding,EACH,0,0,0,0,5,5.00
9200,Menu Grill Bar,EACH,0,0,0,0,1,0.00
9200,Menu Grill Bar,EACH,0,0,0,0,5,0.00
9222,Cap. Steam Table,EACH,-4,-4,0,0,1,5.00
9222,Cap. Steam Table,EACH,0,0,0,0,5,5.00
9223,Apron Steam Table,EACH,0,0,0,0,1,12.00
9223,Apron Steam Table,EACH,0,0,0,0,5,12.00
9224,T-Shirt. Black Steam Table,EACH,-17,-17,0,0,1,5.00
9224,T-Shirt. Black Steam Table,EACH,0,0,0,0,5,5.00
9225,T-Shirt. Green,EACH,-4,-4,0,0,1,5.00
9225,T-Shirt. Green,EACH,0,0,0,0,5,5.00
9252,Rice Cooker/Warmer 20 cup,EACH,0,0,0,0,1,255.00
9252,Rice Cooker/Warmer 20 cup,EACH,0,0,0,0,5,255.00
9399,Chopstick Color,EACH,0,0,0,0,1,143.90
9399,Chopstick Color,EACH,0,0,0,0,5,143.90
9400,USB Picture Drive,EACH,0,0,0,0,1,5.79
9400,USB Picture Drive,EACH,0,0,0,0,5,5.79
9440,944 HC Comp Tray,CS,0,0,0,0,1,39.08
9440,944 HC Comp Tray,CS,0,0,0,0,5,39.08
9500,Miso Soup Base,CS,0,0,0,0,1,35.96
9500,Miso Soup Base,CS,0,0,0,0,5,35.96
9799,Sushi Robot SVR-NYA,EACH,0,0,0,0,1,12250.00
9799,Sushi Robot SVR-NYA,EACH,0,0,0,0,5,12250.00
9802,Scanner Cable,EACH,0,0,0,0,1,99.00
9802,Scanner Cable,EACH,0,0,0,0,5,99.00
9803,SCA Pow Supply,EACH,0,0,0,0,1,45.37
9803,SCA Pow Supply,EACH,0,0,0,0,5,45.37
9804,PRI Power Supply,EACH,0,0,0,0,1,80.00
9804,PRI Power Supply,EACH,0,0,0,0,5,80.00
9898,Aluminum Mat. Hot FD,EACH,0,0,0,0,1,10.00
9898,Aluminum Mat. Hot FD,EACH,0,0,0,0,5,10.00
9899,Fake Ice Disp Set,EACH,0,0,0,0,1,0.01
9899,Fake Ice Disp Set,EACH,0,0,0,0,5,0.01
9900,U-Boat Utility Cart,EACH,0,0,0,0,1,241.25
9900,U-Boat Utility Cart,EACH,0,0,0,0,5,241.25
9901,Demo Table. Origami,EACH,0,0,0,0,1,120.00
9901,Demo Table. Origami,EACH,0,0,0,0,5,120.00
9902,Retractable Banner GO,EACH,0,0,0,0,1,308.00
9902,Retractable Banner GO,EACH,0,0,0,0,5,308.00
9913,Price Menu 200,EACH,0,0,0,0,1,5.00
9913,Price Menu 200,EACH,0,0,0,0,5,5.00
9916,Promotion Poster. Sticker 191167,SET,0,0,0,0,1,23.12
9916,Promotion Poster. Sticker 191167,SET,0,0,0,0,5,23.12
9940,JFC Sushi Tray 0.8 (AFC235)  Set Case,CS,0,0,0,0,1,127.00
9941,JFC Sushi Tray 1.0 (AFC-4) Set Case,CS,0,0,0,0,1,165.00
9942,JFC Sushi Tray 1.5 (AFC-5) Set Case,CS,0,0,0,0,1,147.00
9943,JFC Sushi Tray 2.0 (AFC-30) Set Cs,CS,0,0,0,0,1,132.00
9944,JFC Sushi TraySF27 (AFC-20) Set Cs,CS,0,0,0,0,1,157.00
9950,Waterbase Frame 204245,EACH,0,0,0,0,1,186.00
9950,Waterbase Frame 204245,EACH,0,0,0,0,5,186.00
9951,Waterbase Graphic Panel 195582,EACH,0,0,0,0,1,32.00
9951,Waterbase Graphic Panel 195582,EACH,0,0,0,0,5,32.00
9952,Sushi Combo Sticker 203630,EACH,0,0,0,0,1,55.50
9952,Sushi Combo Sticker 203630,EACH,0,0,0,0,5,55.50
9953,$5 Sushi Friday 203347,EACH,-46,-46,0,0,1,32.50
9953,$5 Sushi Friday 203347,EACH,0,0,0,0,5,32.50
9954,Customer Appreciation Letter 202797,EACH,-136,-136,0,0,1,5.54
9954,Customer Appreciation Letter 202797,EACH,0,0,0,0,5,5.54
9955,Deluxe Hot Bowl Sign 204873,EACH,-12,-12,0,0,1,28.00
9955,Deluxe Hot Bowl Sign 204873,EACH,0,0,0,0,5,28.00
9956,Hawaiian Poke Bowl Sign 205409,EACH,-66,-66,0,0,1,8.91
9956,Hawaiian Poke Bowl Sign 205409,EACH,0,0,0,0,5,8.91
9958,10% Off Dum W/Card,EACH,0,0,0,0,1,0.90
9958,10% Off Dum W/Card,EACH,0,0,0,0,5,0.90
9959,Sup Bowl. Valen Static Cling 200097,EACH,0,0,0,0,1,24.92
9959,Sup Bowl. Valen Static Cling 200097,EACH,0,0,0,0,5,24.92
9960,Hot Food Cat Poster 200239,EACH,0,0,0,0,1,6.00
9960,Hot Food Cat Poster 200239,EACH,0,0,0,0,5,6.00
9987,UPC Scan Book Full Set,EACH,0,0,0,0,1,30.00
9987,UPC Scan Book Full Set,EACH,0,0,0,0,5,30.00
9992,Disposable Face Mask 50pcs/box,BOX,1186,1199,13,0,1,25.00
9993,Hair Net for Kitchen,PK,-4,-4,0,0,1,31.00
9993,Hair Net for Kitchen,PK,0,0,0,0,5,31.00
9994,Sanitizer for Kitchen,EACH,0,0,0,0,1,10.00
9995,Dish Soap for Kitchen,EACH,0,0,0,0,1,4.50
9995,Dish Soap for Kitchen,EACH,0,0,0,0,5,4.50
9997,SHIPPING & HANDLING,EACH,-12,-12,0,0,1,6.00
9997,SHIPPING & HANDLING,EACH,0,0,0,0,5,6.00
9998,WT Invoice No Tax,EACH,12,12,0,0,1,13.00
9998,WT Invoice No Tax,EACH,0,0,0,0,5,13.00
9999,15% OFF STICKERS,EACH,212,212,0,0,1,3.00
9999,15% OFF STICKERS,EACH,0,0,0,0,5,3.00
