ProductCode,ProductName,IsActive
8365_UOMEACH,MDB Color Menu 100,yes
8366_UOMEACH,Color Menu. Rouses 100 Sh,yes
8368_UOMEACH,SAMPLING TAGS,yes
8372_UOMEACH,STAR STICKER,no
8376_UOMSET,Price List,no
8380_UOMEACH,Rice Container Blue,no
8384_UOMEACH,Pull up Banner,no
8500_UOMEACH,Curry Kettle Warmer,no
8501_UOMEACH,Knife Sharpener,yes
8504_UOMEACH,Sesame Shaker,yes
8508_UOMEACH,To Go Soy Cont.,no
8512_UOMEACH,Yosenabe Pot,yes
8516_UOMEACH,Menu Holder,yes
8520_UOMEACH,Fish Container Body,yes
8524_UOMEACH,Fish Container Top,yes
8528_UOMEACH,Food Container (S) Body,yes
8532_UOMEACH,Food Cont (S) Lid,yes
8536_UOMEACH,Food Cont (L) BD,yes
8540_UOMEACH,Food Cont (L) LD,yes
8544_UOMEACH,Food Cont (XL) BD,yes
8548_UOMEACH,Food Cont (XL) LD,yes
8552_UOMEACH,S Rice Box Body,yes
8556_UOMEACH,S Rice Box Lid,yes
8560_UOMEACH,Rice Mix Box,yes
8564_UOMEACH,Rice Mix Box Lid,yes
8568_UOMEACH,Rice Bin,yes
8572_UOMEACH,Rice Scoop,yes
8576_UOMEACH,Rice Spatula,yes
8580_UOMEACH,Tong 12in,no
8584_UOMEACH,Measure Cup 1qt,yes
8588_UOMEACH,Sauce Bottle,yes
8600_UOMEACH,Bluetooth Adapter,no
8704_UOMEACH,Temp Recorder UTRIX-16,no
8705_UOMEACH,PH Tester,yes
8710_UOMEACH,PH Replacment Tip,yes
8712_UOMEACH,PH Tester Paper,yes
8714_UOMEACH,Tablet. Hot Spare,no
8715_UOMEACH,Label Machine,yes
8716_UOMEACH,Tablet Bundle 2 TRI,no
8717_UOMEACH,Tablets Bundle 1 TRI,no
8718_UOMEACH,Tablet Outer Case,no
8719_UOMEACH,Zebra Printer LP2824,no
8720_UOMEACH,Scanner,yes
8721_UOMEACH,Tablet Bundle 1 WTP,yes
8722_UOMEACH,Tablet Bundle 2 WTP,yes
8735_UOMEACH,Scan Sheet Single,no
8740_UOMEACH,Scan Sheet Hap Heart,no
8745_UOMEACH,Canarm Light,no
8746_UOMEACH,LED Light Flute,no
8750_UOMEACH,Thermometer  Digital,yes
8755_UOMEACH,Rice Cooker,yes
8760_UOMEACH,R Cook Inr. Pot,yes
8765_UOMEACH,Rice Cooker Top,yes
8770_UOMEACH,Digital Picture Frame,no
8775_UOMEACH,Date Gun,yes
8777_UOMEACH,Scales 20 lbs Digital,no
8780_UOMEACH,Steamer. Dumpling,yes
8902_UOMSET,HK Happi Coat & Hat,no
8904_UOMEACH,Chef Coat White Small,yes
8905_UOMEACH,Chef Coat White Medium,yes
8906_UOMEACH,Chef Coat White Lg,yes
8907_UOMEACH,Chef Coat White XL,yes
8910_UOMEACH,Chef Coat Black,yes
8911_UOMEACH,Chef Coat. Black.Coastal Pacific,yes
8915_UOMEACH,Chef Coat Harris-Teeter,yes
8920_UOMEACH,Chef Coat Metropolitan,yes
8920_UOMPK,Chef Coat Metropolitan,no
8925_UOMEACH,Chef Coat Red,yes
8930_UOMEACH,Chef Coat Yamato,yes
8930_UOMPK,Chef Coat Yamato,no
8931_UOMEACH,Wild Blue Chef Coat Sm,yes
8932_UOMEACH,Wild Blue Chef Coat Med,yes
8933_UOMEACH,Wild Blue Chef Coat Lrg,yes
8934_UOMEACH,Wild Blue Chef Coat XL,no
8935_UOMEACH,Happi Coat Red Giant Eagle,no
8940_UOMEACH,Chef Coat Rouses,yes
8943_UOMEACH,Chef Coat Green Small,yes
8944_UOMEACH,Chef Coat Green Medium,yes
8945_UOMEACH,Chef Coat Green Large,yes
8950_UOMEACH,Polo Shirts White,yes
8954_UOMEACH,Apron Black,yes
8958_UOMEACH,Hat Black (M),yes
8959_UOMEACH,HAT RED DEMO,yes
8962_UOMEACH,HOT FOOD BASEBALL CAP,yes
8966_UOMEACH,Name Badge,yes
9051_UOMEACH,Hat White S.M.L,yes
9055_UOMCS60,HK Bento Lunch Box 60PC/CS,no
9055_UOMEACH,HK Bento Lunch Box 60PC/CS,yes
9060_UOMCS,Plush Doll 30PC/CS(Hello Kitty),no
9061_UOMEACH,HK Plush Dolls Each,no
9065_UOMEACH,HK Circle Button Badge,no
9099_UOMEACH,Happi White (S),no
9100_UOMEACH,Happi White (M),no
9101_UOMEACH,Happi White (L),no
9102_UOMEACH,Happi White (XL),no
9103_UOMEACH,Happi Hat Whi S,no
9104_UOMEACH,Happi Apron Grn,no
9107_UOMEACH,Happi Hat (M),no
9108_UOMEACH,Happi Hat (L),no
9109_UOMEACH,Happi Blue SMLX,no
9110_UOMEACH,Happi Blue LG,no
9111_UOMEACH,Happi Blue SM,no
9112_UOMEACH,Happi Blue M,no
9113_UOMEACH,Happi Blue XLG,no
9114_UOMEACH,Happi Hat Blue,no
9117_UOMEACH,Happi Gold SML,no
9118_UOMEACH,Happi Gold M,no
9119_UOMEACH,Happi Gold LG,no
9120_UOMEACH,Navy Chef Jacket,no
9122_UOMEACH,Hat Black (S),yes
9124_UOMEACH,Hat Black (L),yes
9125_UOMEACH,Happi Gold XSML,no
9126_UOMEACH,Hapi Oishisa SM,no
9127_UOMEACH,Hapi Oishisa M,no
9128_UOMEACH,Hapi Oishisa L,no
9129_UOMEACH,Hapi Oishisa XL,no
9130_UOMEACH,Hapi Wegman SM,no
9131_UOMEACH,Hapi Wegman M,no
9132_UOMEACH,Hapi Wegman L,no
9133_UOMEACH,Hapi Wegman XL,no
9135_UOMEACH,Happi HT M,no
9136_UOMEACH,Happi HT L,no
9137_UOMEACH,Hat HT M,no
9138_UOMEACH,Hat HT L,no
9139_UOMEACH,Happi HT SM,no
9140_UOMEACH,Happi HT XLG,no
9150_UOMEACH,CHEF COAT UNITED,yes
9151_UOMEACH,Sweatshirt. Blk,no
9152_UOMEACH,HAT RED DEMO,no
9154_UOMEACH,Ninja Apron,no
9159_UOMEACH,Chef Coat Green Small,no
9161_UOMEACH,Chef Coat Green Medium,no
9165_UOMEACH,Chef Coat Weg,no
9166_UOMEACH,Chef Coat Marsh Black,no
9171_UOMPK,Chef Coat Fortinos,no
9199_UOMEACH,Shelf Molding,no
9200_UOMEACH,Menu Grill Bar,no
9222_UOMEACH,Cap. Steam Table,no
9223_UOMEACH,Apron Steam Table,no
9224_UOMEACH,T-Shirt. Black Steam Table,yes
9225_UOMEACH,T-Shirt. Green,no
9252_UOMEACH,Rice Cooker/Warmer 20 cup,no
9399_UOMEACH,Chopstick Color,no
9400_UOMEACH,USB Picture Drive,no
9440_UOMCS,944 HC Comp Tray,no
9500_UOMCS,Miso Soup Base,no
9799_UOMEACH,Sushi Robot SVR-NYA,no
98_UOMEACH,2oz Cup & Lid Set,yes
9802_UOMEACH,Scanner Cable,no
9803_UOMEACH,SCA Pow Supply,no
9804_UOMEACH,PRI Power Supply,no
9898_UOMEACH,Aluminum Mat. Hot FD,no
9899_UOMEACH,Fake Ice Disp Set,no
9900_UOMEACH,U-Boat Utility Cart,no
9901_UOMEACH,Demo Table. Origami,no
9902_UOMEACH,Retractable Banner GO,no
9913_UOMEACH,Price Menu 200,no
9916_UOMSET,Promotion Poster. Sticker 191167,no
9940_UOMCS,JFC Sushi Tray 0.8 (AFC235)  Set Case,no
9941_UOMCS,JFC Sushi Tray 1.0 (AFC-4) Set Case,yes
9942_UOMCS,JFC Sushi Tray 1.5 (AFC-5) Set Case,yes
9943_UOMCS,JFC Sushi Tray 2.0 (AFC-30) Set Cs,yes
9944_UOMCS,JFC Sushi TraySF27 (AFC-20) Set Cs,yes
9950_UOMEACH,STC Item Tags  190959,no
9951_UOMEACH,Item Tag Holder,no
9952_UOMEACH,Waterbase graphic. Poster 192497,no
9953_UOMEACH,QFC Mini Poster 194735,no
9954_UOMEACH,Spam Musubi Poster 194734,no
9955_UOMEACH,Water Base Frame e and Poster  SET,no
9956_UOMEACH,$1 Off sticker 194422,no
9957_UOMEACH,Holiday Promo Poster 192783,no
9958_UOMEACH,Holiday Promo Poster. 192829,no
9959_UOMEACH,Clear Static Cling 190822,no
9960_UOMEACH,Item Tag. Nut. Chart 187543,no
9987_UOMEACH,UPC Scan Book Full Set,no
9992_UOMBOX,Disposable Face Mask 50pcs/box,yes
9993_UOMPK,Hair Net for Kitchen,yes
9994_UOMEACH,Sanitizer for Kitchen,yes
9995_UOMEACH,World Trade Inv.,yes
9997_UOMEACH,SHIPPING & HANDLING 191373,no
9998_UOMEACH,Drop Non Taxable Item,no
9999_UOMEACH,Chef Mart Inv.,no
X2406_UOMCS20,Shrimp Tray 30P,no
X2406_UOMTRAY,Shrimp Tray 30P,no
X3665_UOMCASE,CT 04 600 pcs,no
X8136_UOMEACH,Thermometer,no
X8137_UOMEACH,Ladle 8oz,no
XX3289_UOMCS15,Fried Onion. Top,no
XX3289_UOMEACH,Fried Onion. Top,no
Z1219_UOMTRAY,Uzushio Squid Tray,no
Z3087_UOMPK,DB-10 Top 50 pcs,no
Z3089_UOMPK,DB-10 R&B Body pk,no
Z3099_UOMPK,BF-10 Bento Set 50 pcs,no
Z4180_UOMPK,MB-430 Bowl Body,no
Z4182_UOMPK,MB-129 Bowl Top 50,no
Z5271_UOMPK,DB-101 Lid & Bowl,no
Z5283_UOMEACH,Lantern (Large),no
Z5289_UOMEACH,Lantern (Medium),no
Z5300_UOMCASE,24 oz Cup 500 pcs,no
Z5302_UOMCASE,16 oz Noodle Set,no
Z5333_UOMCS,16 oz Solo Miso Cup,no
Z5381_UOMPK,4 oz Cup 125 pcs,no
Z5385_UOMPK,4 oz Top 125 pcs,no
Z5401_UOMPK,2 oz Cup 125 pcs,no
Z5405_UOMPK,2 oz Top 100 pcs,no
Z5498_UOMCASE,Microwave Cup 1000,no
Z5499_UOMCASE,Microwave Top 1000,no
Z6630_UOMEACH,Digital Scale 11 lbs,no
Z6681_UOMEACH,PRE PRINT LABEL,no
Z7002_UOMROLL,Label No Raw,no
Z7104_UOMROLL,Label Caution Hot,no
Z7114_UOMROLL,P LA Frozen Dumpling,no
Z7122_UOMROLL,Thermo Brn R Weg,no
Z7126_UOMROLL,Thermo Weg Tsc,no
ZC0702_UOMEACH,COVER FD PAN 0.5 FLIP,no
ZC4797_UOMEACH,ADAPTET PLATE 2 SLOT,no
ZC7494_UOMEACH,YOSENABE STAINL 9.5IN,no
ZC8781_UOMEACH,Chef Coat Black Small,no
ZC8782_UOMEACH,Chef Coat Black Medium,no
ZC9999_UOMEACH,Chef Mart Inv.,no
